Initializing SD card...card initialized.
Timestamp (ISO8601),Pressure (Pa),Altitude AGL (m),Humidity (%),Temperature (°C)
0000-00-00T23:59:49:149,101303.797,0.227,46.960,27.280
0000-00-00T23:59:49:224,101303.953,0.214,46.940,27.270
0000-00-00T23:59:49:298,101304.172,0.196,46.820,27.280
0000-00-00T23:59:49:373,101303.922,0.217,46.790,27.270
0000-00-00T23:59:49:447,101304.047,0.206,46.720,27.280
0000-00-00T23:59:49:520,101303.773,0.229,46.640,27.310
0000-00-00T23:59:49:594,101302.930,0.299,46.590,27.280
0000-00-00T23:59:49:669,101303.820,0.225,46.520,27.280
0000-00-00T23:59:49:744,101304.562,0.163,46.460,27.280
0000-00-00T23:59:49:818,101305.406,0.093,46.340,27.280
0000-00-00T23:59:49:893,101305.961,0.047,46.340,27.310
0000-00-00T23:59:50:000,101305.648,0.073,46.270,27.280
0000-00-00T23:59:50:075,101305.305,0.102,46.200,27.280
0000-00-00T23:59:50:149,101303.992,0.211,46.150,27.300
0000-00-00T23:59:50:227,101304.234,0.191,46.140,27.270
0000-00-00T23:59:50:308,101304.562,0.163,46.020,27.250
0000-00-00T23:59:50:382,101303.508,0.251,46.000,27.300
0000-00-00T23:59:50:457,101303.062,0.288,45.930,27.300
0000-00-00T23:59:50:531,101303.836,0.224,45.860,27.300
0000-00-00T23:59:50:606,101303.227,0.275,45.850,27.270
0000-00-00T23:59:50:680,101302.664,0.322,45.760,27.300
0000-00-00T23:59:50:755,101302.953,0.297,45.760,27.300
0000-00-00T23:59:50:829,101303.219,0.276,45.690,27.300
0000-00-00T23:59:50:907,101302.477,0.337,45.680,27.280
0000-00-00T23:59:50:982,101304.055,0.206,45.610,27.280
0000-00-00T23:59:51:000,101304.250,0.190,45.620,27.310
0000-00-00T23:59:51:074,101304.859,0.139,45.570,27.280
0000-00-00T23:59:51:149,101304.961,0.130,45.520,27.300
0000-00-00T23:59:51:223,101304.625,0.158,45.470,27.310
0000-00-00T23:59:51:298,101303.883,0.220,45.440,27.280
0000-00-00T23:59:51:373,101303.531,0.249,45.400,27.300
0000-00-00T23:59:51:447,101303.383,0.262,45.320,27.280
0000-00-00T23:59:51:525,101303.430,0.257,45.280,27.280
0000-00-00T23:59:51:599,101303.453,0.255,45.210,27.270
0000-00-00T23:59:51:674,101303.750,0.231,45.120,27.270
0000-00-00T23:59:51:748,101302.695,0.319,45.080,27.280
0000-00-00T23:59:51:823,101302.766,0.313,45.010,27.270
0000-00-00T23:59:51:898,101303.297,0.269,44.960,27.300
0000-00-00T23:59:52:000,101303.359,0.264,44.920,27.270
0000-00-00T23:59:52:074,101302.359,0.346,44.830,27.280
0000-00-00T23:59:52:149,101302.664,0.322,44.720,27.250
0000-00-00T23:59:52:226,101302.961,0.297,44.680,27.280
0000-00-00T23:59:52:301,101302.672,0.321,44.550,27.280
0000-00-00T23:59:52:375,101303.352,0.264,44.520,27.300
0000-00-00T23:59:52:450,101303.875,0.221,44.430,27.280
0000-00-00T23:59:52:524,101304.711,0.151,44.410,27.270
0000-00-00T23:59:52:599,101303.641,0.240,44.310,27.270
0000-00-00T23:59:52:673,101302.922,0.300,44.270,27.280
0000-00-00T23:59:52:748,101301.688,0.403,44.150,27.280
0000-00-00T23:59:52:822,101302.586,0.328,44.150,27.310
0000-00-00T23:59:52:900,101302.508,0.334,44.030,27.300
0000-00-00T23:59:53:000,101302.984,0.295,43.950,27.280
0000-00-00T23:59:53:075,101302.633,0.324,43.960,27.270
0000-00-00T23:59:53:150,101302.266,0.355,43.870,27.270
0000-00-00T23:59:53:224,101301.078,0.454,43.790,27.300
0000-00-00T23:59:53:299,101301.664,0.405,43.770,27.270
0000-00-00T23:59:53:373,101301.367,0.429,43.690,27.310
0000-00-00T23:59:53:448,101302.148,0.365,43.660,27.280
0000-00-00T23:59:53:522,101302.602,0.327,43.550,27.240
0000-00-00T23:59:53:600,101302.078,0.371,43.540,27.270
0000-00-00T23:59:53:674,101302.070,0.371,43.410,27.250
0000-00-00T23:59:53:749,101301.789,0.394,43.440,27.270
0000-00-00T23:59:53:823,101301.945,0.381,43.390,27.270
0000-00-00T23:59:53:898,101301.891,0.386,43.280,27.280
0000-00-00T23:59:54:000,101301.203,0.443,43.260,27.270
0000-00-00T23:59:54:075,101300.664,0.488,43.210,27.300
0000-00-00T23:59:54:149,101301.320,0.433,43.180,27.250
0000-00-00T23:59:54:224,101301.039,0.457,43.130,27.270
0000-00-00T23:59:54:299,101301.312,0.434,43.060,27.270
0000-00-00T23:59:54:371,101300.695,0.485,43.030,27.270
0000-00-00T23:59:54:446,101301.141,0.449,42.970,27.300
0000-00-00T23:59:54:520,101301.367,0.429,42.930,27.280
0000-00-00T23:59:54:595,101301.086,0.453,42.900,27.280
0000-00-00T23:59:54:669,101301.188,0.444,42.860,27.280
0000-00-00T23:59:54:744,101301.664,0.405,42.790,27.280
0000-00-00T23:59:54:818,101302.344,0.348,42.730,27.300
0000-00-00T23:59:54:893,101301.336,0.432,42.710,27.270
0000-00-00T23:59:54:968,101300.367,0.513,42.670,27.280
0000-00-00T23:59:55:000,101300.805,0.476,42.640,27.270
0000-00-00T23:59:55:075,101301.352,0.431,42.630,27.270
0000-00-00T23:59:55:150,101301.414,0.425,42.570,27.250
0000-00-00T23:59:55:224,101301.812,0.392,42.540,27.270
0000-00-00T23:59:55:299,101301.820,0.392,42.480,27.270
0000-00-00T23:59:55:373,101302.523,0.333,42.450,27.270
0000-00-00T23:59:55:448,101301.391,0.427,42.430,27.250
0000-00-00T23:59:55:522,101302.102,0.369,42.350,27.270
0000-00-00T23:59:55:597,101301.992,0.378,42.310,27.300
0000-00-00T23:59:55:674,101302.047,0.373,42.280,27.270
0000-00-00T23:59:55:749,101301.414,0.425,42.250,27.250
0000-00-00T23:59:55:823,101300.938,0.465,42.180,27.270
0000-00-00T23:59:55:898,101300.984,0.462,42.180,27.250
0000-00-00T23:59:56:000,101301.227,0.441,42.140,27.270
0000-00-00T23:59:56:075,101301.289,0.436,42.110,27.250
0000-00-00T23:59:56:150,101300.742,0.481,42.080,27.270
0000-00-00T23:59:56:224,101301.789,0.394,42.000,27.280
0000-00-00T23:59:56:299,101301.828,0.391,42.020,27.270
0000-00-00T23:59:56:376,101302.883,0.303,41.930,27.270
0000-00-00T23:59:56:451,101302.773,0.313,41.940,27.250
0000-00-00T23:59:56:535,101302.578,0.329,41.850,27.270
0000-00-00T23:59:56:610,101301.133,0.449,41.860,27.240
0000-00-00T23:59:56:684,101301.000,0.460,41.800,27.270
0000-00-00T23:59:56:759,101301.531,0.416,41.770,27.250
0000-00-00T23:59:56:833,101302.023,0.375,41.720,27.270
0000-00-00T23:59:56:908,101300.602,0.493,41.710,27.270
0000-00-00T23:59:56:983,101301.719,0.400,41.640,27.270
0000-00-00T23:59:57:000,101301.602,0.410,41.620,27.270
0000-00-00T23:59:57:074,101302.680,0.320,41.620,27.250
0000-00-00T23:59:57:149,101302.336,0.348,41.570,27.270
0000-00-00T23:59:57:223,101301.742,0.398,41.530,27.270
0000-00-00T23:59:57:298,101302.312,0.350,41.450,27.250
0000-00-00T23:59:57:373,101302.438,0.340,41.480,27.250
0000-00-00T23:59:57:447,101302.000,0.377,41.420,27.270
0000-00-00T23:59:57:522,101302.539,0.332,41.410,27.270
0000-00-00T23:59:57:596,101302.016,0.376,41.380,27.250
0000-00-00T23:59:57:682,101301.883,0.387,41.340,27.240
0000-00-00T23:59:57:759,101301.766,0.396,41.350,27.270
0000-00-00T23:59:57:835,101301.016,0.459,41.270,27.270
0000-00-00T23:59:57:912,101301.625,0.408,41.260,27.250
0000-00-00T23:59:58:000,101301.883,0.387,41.240,27.250
0000-00-00T23:59:58:077,101301.406,0.426,41.220,27.250
0000-00-00T23:59:58:154,101302.914,0.301,41.180,27.270
0000-00-00T23:59:58:230,101301.695,0.402,41.190,27.270
0000-00-00T23:59:58:307,101302.055,0.372,41.100,27.250
0000-00-00T23:59:58:386,101302.711,0.318,41.140,27.250
0000-00-00T23:59:58:463,101302.672,0.321,41.070,27.270
0000-00-00T23:59:58:539,101302.469,0.338,41.030,27.240
0000-00-00T23:59:58:616,101302.555,0.330,40.990,27.250
0000-00-00T23:59:58:692,101303.141,0.282,40.980,27.250
0000-00-00T23:59:58:769,101303.164,0.280,40.970,27.280
0000-00-00T23:59:58:846,101302.484,0.336,40.960,27.270
0000-00-00T23:59:58:923,101301.719,0.400,40.960,27.240
0000-00-00T23:59:59:000,101301.992,0.378,40.910,27.240
0000-00-00T23:59:59:077,101302.234,0.358,40.910,27.240
0000-00-00T23:59:59:151,101300.898,0.469,40.860,27.270
0000-00-00T23:59:59:228,101301.031,0.458,40.850,27.250
0000-00-00T23:59:59:304,101301.148,0.448,40.830,27.240
0000-00-00T23:59:59:381,101301.750,0.397,40.850,27.240
0000-00-00T23:59:59:464,101300.758,0.480,40.840,27.240
0000-00-00T23:59:59:540,101301.141,0.449,40.780,27.270
0000-00-00T23:59:59:617,101300.695,0.485,40.770,27.240
0000-00-00T23:59:59:694,101300.852,0.472,40.770,27.250
0000-00-00T23:59:59:770,101300.273,0.520,40.710,27.240
0000-00-00T23:59:59:850,101301.703,0.402,40.720,27.240
0000-00-00T23:59:59:926,101301.891,0.386,40.680,27.230
0000-00-00T00:00:00:000,101302.953,0.297,40.730,27.230
0000-00-00T00:00:00:077,101304.273,0.188,40.720,27.230
0000-00-00T00:00:00:154,101303.297,0.269,40.680,27.240
0000-00-00T00:00:00:231,101303.227,0.275,40.690,27.240
0000-00-00T00:00:00:307,101302.578,0.329,40.680,27.240
0000-00-00T00:00:00:384,101302.148,0.365,40.660,27.230
0000-00-00T00:00:00:460,101301.922,0.383,40.630,27.240
0000-00-00T00:00:00:540,101302.219,0.359,40.630,27.240
0000-00-00T00:00:00:616,101301.281,0.436,40.590,27.210
0000-00-00T00:00:00:693,101301.125,0.450,40.590,27.200
0000-00-00T00:00:00:770,101300.625,0.491,40.570,27.230
0000-00-00T00:00:00:846,101301.656,0.406,40.590,27.230
0000-00-00T00:00:00:923,101302.391,0.344,40.560,27.210
0000-00-00T00:00:01:000,101301.539,0.415,40.560,27.210
0000-00-00T00:00:01:077,101302.070,0.371,40.520,27.230
0000-00-00T00:00:01:154,101303.062,0.288,40.520,27.230
0000-00-00T00:00:01:233,101304.531,0.166,40.540,27.230
0000-00-00T00:00:01:310,101304.008,0.209,40.520,27.230
0000-00-00T00:00:01:386,101304.094,0.202,40.500,27.210
0000-00-00T00:00:01:463,101303.891,0.220,40.510,27.210
0000-00-00T00:00:01:540,101301.930,0.383,40.520,27.240
0000-00-00T00:00:01:616,101301.797,0.394,40.450,27.230
0000-00-00T00:00:01:693,101303.188,0.278,40.470,27.230
0000-00-00T00:00:01:770,101304.539,0.165,40.450,27.210
0000-00-00T00:00:01:846,101304.578,0.162,40.450,27.210
0000-00-00T00:00:01:926,101304.578,0.162,40.460,27.210
0000-00-00T00:00:02:000,101305.266,0.105,40.420,27.240
0000-00-00T00:00:02:077,101304.648,0.156,40.460,27.210
0000-00-00T00:00:02:153,101303.266,0.272,40.450,27.210
0000-00-00T00:00:02:230,101303.180,0.279,40.400,27.200
0000-00-00T00:00:02:307,101302.523,0.333,40.430,27.230
0000-00-00T00:00:02:383,101302.398,0.343,40.420,27.210
0000-00-00T00:00:02:460,101303.539,0.248,40.410,27.200
0000-00-00T00:00:02:537,101303.828,0.225,40.420,27.180
0000-00-00T00:00:02:616,101303.930,0.216,40.370,27.200
0000-00-00T00:00:02:693,101305.000,0.127,40.400,27.210
0000-00-00T00:00:02:769,101304.797,0.144,40.380,27.210
0000-00-00T00:00:02:846,101305.633,0.074,40.390,27.230
0000-00-00T00:00:02:923,101304.898,0.135,40.390,27.200
0000-00-00T00:00:03:000,101304.492,0.169,40.420,27.210
0000-00-00T00:00:03:077,101303.719,0.234,40.430,27.230
0000-00-00T00:00:03:154,101304.414,0.176,40.380,27.210
0000-00-00T00:00:03:230,101303.180,0.279,40.410,27.210
0000-00-00T00:00:03:310,101303.133,0.283,40.390,27.200
0000-00-00T00:00:03:386,101303.883,0.220,40.440,27.210
0000-00-00T00:00:03:463,101303.781,0.228,40.400,27.210
0000-00-00T00:00:03:539,101304.203,0.193,40.420,27.200
0000-00-00T00:00:03:616,101304.484,0.170,40.400,27.210
0000-00-00T00:00:03:693,101303.891,0.220,40.410,27.210
0000-00-00T00:00:03:769,101303.062,0.288,40.420,27.200
0000-00-00T00:00:03:846,101303.945,0.215,40.430,27.170
0000-00-00T00:00:03:923,101304.375,0.179,40.380,27.210
0000-00-00T00:00:04:000,101305.281,0.104,40.430,27.210
0000-00-00T00:00:04:075,101305.297,0.102,40.400,27.200
0000-00-00T00:00:04:151,101305.969,0.046,40.400,27.200
0000-00-00T00:00:04:228,101306.203,0.027,40.420,27.200
0000-00-00T00:00:04:304,101306.188,0.028,40.390,27.210
0000-00-00T00:00:04:381,101305.547,0.081,40.400,27.210
0000-00-00T00:00:04:458,101305.031,0.125,40.410,27.200
0000-00-00T00:00:04:534,101305.367,0.097,40.420,27.200
0000-00-00T00:00:04:611,101304.562,0.163,40.420,27.180
0000-00-00T00:00:04:687,101305.109,0.118,40.420,27.200
0000-00-00T00:00:04:767,101304.539,0.165,40.400,27.200
0000-00-00T00:00:04:855,101305.641,0.074,40.470,27.210
0000-00-00T00:00:05:000,101305.117,0.117,40.400,27.180
0000-00-00T00:00:05:077,101304.969,0.130,40.470,27.200
0000-00-00T00:00:05:153,101305.109,0.118,40.450,27.200
0000-00-00T00:00:05:230,101304.781,0.145,40.430,27.180
0000-00-00T00:00:05:307,101305.555,0.081,40.430,27.180
0000-00-00T00:00:05:383,101305.156,0.114,40.460,27.200
0000-00-00T00:00:05:460,101304.281,0.187,40.450,27.200
0000-00-00T00:00:05:539,101304.742,0.148,40.470,27.210
0000-00-00T00:00:05:616,101304.062,0.205,40.470,27.210
0000-00-00T00:00:05:693,101304.844,0.140,40.460,27.210
0000-00-00T00:00:05:769,101304.945,0.132,40.480,27.210
0000-00-00T00:00:05:846,101306.094,0.036,40.420,27.180
0000-00-00T00:00:05:922,101306.164,0.030,40.480,27.210
0000-00-00T00:00:06:000,101305.320,0.100,40.450,27.200
0000-00-00T00:00:06:077,101304.305,0.185,40.460,27.200
0000-00-00T00:00:06:154,101303.602,0.243,40.480,27.210
0000-00-00T00:00:06:234,101304.531,0.166,40.480,27.210
0000-00-00T00:00:06:310,101303.586,0.244,40.470,27.180
0000-00-00T00:00:06:387,101303.273,0.271,40.450,27.200
0000-00-00T00:00:06:464,101303.469,0.254,40.430,27.180
0000-00-00T00:00:06:540,101303.734,0.232,40.460,27.180
0000-00-00T00:00:06:617,101304.109,0.201,40.460,27.200
0000-00-00T00:00:06:693,101304.789,0.144,40.480,27.200
0000-00-00T00:00:06:770,101305.461,0.088,40.480,27.200
0000-00-00T00:00:06:847,101304.711,0.151,40.470,27.180
0000-00-00T00:00:06:926,101304.617,0.159,40.510,27.180
0000-00-00T00:00:06:1003,101304.297,0.186,40.440,27.180
0000-00-00T00:00:07:000,101305.508,0.085,40.440,27.180
0000-00-00T00:00:07:077,101305.617,0.076,40.440,27.170
0000-00-00T00:00:07:153,101305.453,0.090,40.430,27.200
0000-00-00T00:00:07:230,101305.891,0.053,40.460,27.170
0000-00-00T00:00:07:307,101306.062,0.039,40.430,27.180
0000-00-00T00:00:07:383,101306.531,-0.001,40.400,27.170
0000-00-00T00:00:07:460,101306.812,-0.024,40.420,27.170
0000-00-00T00:00:07:539,101306.547,-0.002,40.430,27.170
0000-00-00T00:00:07:616,101306.250,0.023,40.360,27.170
0000-00-00T00:00:07:693,101306.219,0.026,40.400,27.170
0000-00-00T00:00:07:769,101305.789,0.061,40.350,27.170
0000-00-00T00:00:07:846,101306.656,-0.011,40.380,27.170
0000-00-00T00:00:08:000,101306.695,-0.014,40.380,27.170
0000-00-00T00:00:08:077,101306.320,0.017,40.350,27.170
0000-00-00T00:00:08:154,101306.594,-0.006,40.350,27.170
0000-00-00T00:00:08:231,101306.055,0.039,40.370,27.160
0000-00-00T00:00:08:310,101307.203,-0.056,40.330,27.160
0000-00-00T00:00:08:387,101308.102,-0.131,40.350,27.170
0000-00-00T00:00:08:463,101309.102,-0.214,40.370,27.160
0000-00-00T00:00:08:540,101308.680,-0.179,40.340,27.170
0000-00-00T00:00:08:617,101308.320,-0.150,40.290,27.160
0000-00-00T00:00:08:693,101307.781,-0.105,40.330,27.160
0000-00-00T00:00:08:770,101307.953,-0.119,40.350,27.170
0000-00-00T00:00:08:847,101306.492,0.003,40.330,27.170
0000-00-00T00:00:08:923,101306.445,0.007,40.310,27.160
0000-00-00T00:00:08:1018,101306.539,-0.001,40.310,27.160
0000-00-00T00:00:09:000,101305.227,0.108,40.300,27.160
0000-00-00T00:00:09:076,101304.953,0.131,40.310,27.160
0000-00-00T00:00:09:153,101304.578,0.162,40.360,27.160
0000-00-00T00:00:09:230,101304.836,0.141,40.310,27.160
0000-00-00T00:00:09:306,101304.969,0.130,40.310,27.160
0000-00-00T00:00:09:383,101305.438,0.091,40.310,27.160
0000-00-00T00:00:09:459,101304.422,0.175,40.330,27.160
0000-00-00T00:00:09:536,101305.781,0.062,40.300,27.160
0000-00-00T00:00:09:615,101305.633,0.074,40.290,27.140
0000-00-00T00:00:09:692,101305.727,0.066,40.330,27.160
0000-00-00T00:00:09:768,101305.453,0.090,40.280,27.140
0000-00-00T00:00:09:845,101306.469,0.005,40.270,27.160
0000-00-00T00:00:10:000,101306.328,0.016,40.280,27.140
0000-00-00T00:00:10:077,101305.664,0.072,40.340,27.140
0000-00-00T00:00:10:154,101305.109,0.118,40.280,27.160
0000-00-00T00:00:10:230,101305.273,0.104,40.310,27.170
0000-00-00T00:00:10:307,101305.023,0.125,40.310,27.160
0000-00-00T00:00:10:384,101306.219,0.026,40.320,27.130
0000-00-00T00:00:10:458,101305.109,0.118,40.290,27.160
0000-00-00T00:00:10:535,101306.758,-0.019,40.290,27.130
0000-00-00T00:00:10:611,101306.414,0.009,40.340,27.160
0000-00-00T00:00:10:688,101306.383,0.012,40.280,27.140
0000-00-00T00:00:10:765,101305.844,0.057,40.290,27.110
0000-00-00T00:00:10:841,101307.172,-0.054,40.280,27.140
0000-00-00T00:00:10:918,101307.133,-0.051,40.280,27.130
0000-00-00T00:00:11:000,101305.086,0.120,40.270,27.130
0000-00-00T00:00:11:077,101305.445,0.090,40.300,27.130
0000-00-00T00:00:11:156,101305.680,0.070,40.270,27.160
0000-00-00T00:00:11:233,101306.188,0.028,40.340,27.130
0000-00-00T00:00:11:310,101306.766,-0.020,40.320,27.110
0000-00-00T00:00:11:386,101307.180,-0.054,40.320,27.130
0000-00-00T00:00:11:463,101306.914,-0.032,40.310,27.140
0000-00-00T00:00:11:539,101306.867,-0.028,40.310,27.110
0000-00-00T00:00:11:616,101306.945,-0.035,40.340,27.140
0000-00-00T00:00:11:693,101306.797,-0.023,40.280,27.130
0000-00-00T00:00:11:769,101306.523,0.000,40.350,27.130
0000-00-00T00:00:11:848,101306.570,-0.004,40.330,27.110
0000-00-00T00:00:11:925,101307.164,-0.053,40.400,27.130
0000-00-00T00:00:12:000,101306.586,-0.005,40.350,27.140
0000-00-00T00:00:12:077,101306.852,-0.027,40.320,27.140
0000-00-00T00:00:12:153,101306.812,-0.024,40.390,27.130
0000-00-00T00:00:12:230,101306.906,-0.032,40.320,27.110
0000-00-00T00:00:12:307,101307.031,-0.042,40.360,27.110
0000-00-00T00:00:12:383,101307.305,-0.065,40.360,27.130
0000-00-00T00:00:12:460,101306.461,0.005,40.370,27.130
0000-00-00T00:00:12:539,101307.633,-0.093,40.380,27.140
0000-00-00T00:00:12:616,101307.805,-0.107,40.400,27.130
0000-00-00T00:00:12:693,101306.773,-0.021,40.360,27.170
0000-00-00T00:00:12:769,101305.750,0.064,40.400,27.130
0000-00-00T00:00:12:846,101305.359,0.097,40.370,27.140
0000-00-00T00:00:12:922,101305.789,0.061,40.390,27.110
0000-00-00T00:00:13:000,101305.570,0.079,40.380,27.110
0000-00-00T00:00:13:077,101305.297,0.102,40.390,27.130
0000-00-00T00:00:13:166,101305.570,0.079,40.420,27.110
0000-00-00T00:00:13:246,101306.648,-0.010,40.400,27.130
0000-00-00T00:00:13:322,101306.586,-0.005,40.400,27.110
0000-00-00T00:00:13:399,101306.328,0.016,40.400,27.130
0000-00-00T00:00:13:476,101307.023,-0.041,40.430,27.130
0000-00-00T00:00:13:552,101306.992,-0.039,40.410,27.110
0000-00-00T00:00:13:629,101306.797,-0.023,40.400,27.110
0000-00-00T00:00:13:705,101306.312,0.018,40.460,27.140
0000-00-00T00:00:13:782,101306.148,0.032,40.400,27.130
0000-00-00T00:00:13:859,101306.938,-0.034,40.380,27.160
0000-00-00T00:00:13:939,101306.320,0.017,40.420,27.140
0000-00-00T00:00:14:000,101306.484,0.004,40.450,27.110
0000-00-00T00:00:14:077,101305.883,0.053,40.420,27.110
0000-00-00T00:00:14:153,101305.805,0.060,40.490,27.110
0000-00-00T00:00:14:230,101305.609,0.076,40.460,27.100
0000-00-00T00:00:14:307,101304.711,0.151,40.380,27.100
0000-00-00T00:00:14:383,101304.969,0.130,40.460,27.130
0000-00-00T00:00:14:460,101304.820,0.142,40.390,27.100
0000-00-00T00:00:14:536,101304.617,0.159,40.460,27.100
0000-00-00T00:00:14:616,101305.617,0.076,40.420,27.100
0000-00-00T00:00:14:692,101305.477,0.087,40.440,27.110
0000-00-00T00:00:14:769,101306.203,0.027,40.440,27.100
0000-00-00T00:00:14:845,101306.594,-0.006,40.390,27.100
0000-00-00T00:00:14:922,101306.461,0.005,40.420,27.110
0000-00-00T00:00:15:000,101305.609,0.076,40.460,27.110
0000-00-00T00:00:15:077,101306.859,-0.028,40.420,27.080
0000-00-00T00:00:15:154,101306.797,-0.023,40.410,27.100
0000-00-00T00:00:15:230,101306.719,-0.016,40.460,27.080
0000-00-00T00:00:15:309,101307.062,-0.044,40.420,27.110
0000-00-00T00:00:15:386,101305.547,0.081,40.390,27.100
0000-00-00T00:00:15:463,101305.703,0.068,40.380,27.100
0000-00-00T00:00:15:539,101305.586,0.078,40.390,27.070
0000-00-00T00:00:15:616,101305.859,0.055,40.390,27.080
0000-00-00T00:00:15:693,101306.836,-0.026,40.360,27.100
0000-00-00T00:00:15:769,101307.031,-0.042,40.410,27.080
0000-00-00T00:00:15:846,101306.711,-0.016,40.370,27.100
0000-00-00T00:00:15:922,101307.086,-0.046,40.390,27.080
0000-00-00T00:00:16:000,101306.680,-0.013,40.390,27.080
0000-00-00T00:00:16:077,101305.984,0.045,40.360,27.110
0000-00-00T00:00:16:154,101305.141,0.115,40.360,27.070
0000-00-00T00:00:16:231,101303.852,0.223,40.320,27.080
0000-00-00T00:00:16:307,101305.773,0.062,40.340,27.110
0000-00-00T00:00:16:384,101305.719,0.067,40.360,27.080
0000-00-00T00:00:16:460,101305.812,0.059,40.330,27.080
0000-00-00T00:00:16:537,101306.164,0.030,40.350,27.080
0000-00-00T00:00:16:614,101305.914,0.051,40.350,27.070
0000-00-00T00:00:16:693,101305.664,0.072,40.330,27.100
0000-00-00T00:00:16:769,101305.938,0.049,40.360,27.080
0000-00-00T00:00:16:846,101305.609,0.076,40.370,27.100
0000-00-00T00:00:16:923,101306.055,0.039,40.340,27.080
0000-00-00T00:00:17:000,101306.664,-0.012,40.360,27.080
0000-00-00T00:00:17:077,101307.305,-0.065,40.340,27.110
0000-00-00T00:00:17:154,101306.133,0.033,40.380,27.080
0000-00-00T00:00:17:230,101306.312,0.018,40.340,27.070
0000-00-00T00:00:17:307,101306.492,0.003,40.330,27.100
0000-00-00T00:00:17:386,101306.055,0.039,40.350,27.080
0000-00-00T00:00:17:463,101307.695,-0.098,40.350,27.100
0000-00-00T00:00:17:539,101307.430,-0.075,40.370,27.080
0000-00-00T00:00:17:616,101307.414,-0.074,40.330,27.060
0000-00-00T00:00:17:693,101306.352,0.014,40.390,27.100
0000-00-00T00:00:17:769,101306.766,-0.020,40.420,27.100
0000-00-00T00:00:17:846,101307.250,-0.060,40.410,27.100
0000-00-00T00:00:17:923,101307.156,-0.052,40.430,27.100
0000-00-00T00:00:18:000,101307.891,-0.114,40.440,27.080
0000-00-00T00:00:18:080,101306.508,0.002,40.460,27.070
0000-00-00T00:00:18:156,101305.766,0.063,40.460,27.070
0000-00-00T00:00:18:233,101306.742,-0.018,40.470,27.070
0000-00-00T00:00:18:310,101306.234,0.025,40.480,27.070
0000-00-00T00:00:18:386,101305.516,0.084,40.470,27.060
0000-00-00T00:00:18:469,101305.203,0.110,40.510,27.100
0000-00-00T00:00:18:546,101305.281,0.104,40.550,27.070
0000-00-00T00:00:18:622,101306.023,0.042,40.500,27.070
0000-00-00T00:00:18:699,101304.945,0.132,40.490,27.070
0000-00-00T00:00:18:778,101303.109,0.285,40.550,27.070
0000-00-00T00:00:18:855,101303.734,0.232,40.530,27.070
0000-00-00T00:00:18:932,101304.578,0.162,40.560,27.080
0000-00-00T00:00:19:000,101304.406,0.176,40.530,27.060
0000-00-00T00:00:19:077,101305.562,0.080,40.570,27.070
0000-00-00T00:00:19:154,101306.945,-0.035,40.560,27.070
0000-00-00T00:00:19:230,101306.711,-0.016,40.570,27.070
0000-00-00T00:00:19:307,101307.375,-0.070,40.580,27.060
0000-00-00T00:00:19:384,101306.875,-0.029,40.620,27.070
0000-00-00T00:00:19:463,101306.977,-0.037,40.660,27.100
0000-00-00T00:00:19:540,101306.508,0.002,40.640,27.070
0000-00-00T00:00:19:616,101306.445,0.007,40.730,27.070
0000-00-00T00:00:19:693,101305.836,0.057,40.650,27.070
